id,pic_url,descriptions,prompt,tags
66,https://promptlibrary.org/wp-content/uploads/2023/06/Rotating-Web-Globe-with-Dots-midjourney-prompt.jpg,Rotating Web Globe with Dots,"as the web rotates, a globe with dots around it is shown, in the style of black - and - white block prints, rectangular fields, shang dynasty, kodak vision2 250d, topographical sketches, microfilm, grid - like structure --ar 3:1","['black and white', 'cinematography', 'globe', 'rectangular fields', 'rotation', 'shang dynasty', 'web design']"
67,https://promptlibrary.org/wp-content/uploads/2023/06/Prehistoric-Womans-Ultra-Detailed-Tattoos-midjourney-prompt.jpg,Prehistoric Womans Ultra Detailed Tattoos,"woman in prehistoric era, smooth skin, awe inspiring scene, full body tattoos except for chest, Ultra detailed. Shot on Canon EOS 5D Mark IV, Canon EF 24 - 70mm f/ 2. 8L II USM lens. Set the aperture to f/ 4 to achieve a balanced depth of field and let the beauty of the surroundings unfold. Adjust the ISO to 400 for optimal clarity in the fire lit lighting. Freeze this enchanting moment with a shutter speed of 1/ 250 sec, capturing every detail with precision. futuristic --v 5.1","['Canon EOS 5D Mark IV', 'f/4 aperture', 'futuristic', 'ISO 400', 'smooth skin', 'ultra detailed']"
68,https://promptlibrary.org/wp-content/uploads/2023/06/Model-Elsa-Hosks-Graceful-Stride-midjourney-prompt.jpg,Model Elsa Hosks Graceful Stride,"closeup face Portrait of Super model Elsa Hosk gracefully striding down a marble staircase in a flowing vulcano lava Louis Vuitton gown, her dress adorned with delicate lace and intricate floral embroidery. The dress fits her like a second skin, accentuating her slender figure and highlighting her long legs. Her hair cascades down in loose waves, framing her beautiful face. Soft sunlight filters through the arched windows, casting a warm glow on the scene. The environment exudes opulence, with grand chandeliers hanging from the ceiling and luxurious velvet drapes adorning the walls. The mood is elegant and sophisticated, evoking a sense of timeless beauty. The style for this image is a classic fashion photography shot, captured with a high - end DSLR camera, using a 50mm lens to create a natural perspective and shallow depth of field. --ar 6:5 --v 5.1","['chandeliers', 'closeup', 'Elsa Hosk', 'face', 'fashion photography', 'floral embroidery', 'lace', 'long legs', 'opulence', 'portrait', 'slender figure', 'Super Model']"
69,https://promptlibrary.org/wp-content/uploads/2023/06/Interior-Forest-Photorealistic-Surrealism-midjourney-prompt.jpg,Interior Forest Photorealistic Surrealism,"interior forester Tear structure, photorealistic rendering, alien architecture, technological landscape, surrealism, architectural utopia, clay render, 32k uhd --q 2 --s 750","['32k uhd', '3D modeling', 'alien architecture', 'architecture', 'clay render', 'digital art', 'forestry', 'interior design', 'landscape', 'photorealistic rendering', 'surrealism', 'Technology', 'utopia', 'visualization']"
70,https://promptlibrary.org/wp-content/uploads/2023/06/Colorful-Witch-Clipart-Inspired-by-Ceccoli-midjourney-prompt.jpg,Colorful Witch Clipart Inspired by Ceccoli,"whimsical full body witch, colorfull, Clipart, png, isolated on White background, inspired by Nicoletta Ceccoli --s 750 --v 5.1","['clipart', 'Colorful', 'dreamy', 'enchanting', 'fantasy', 'feminine', 'Full body', 'isolated', 'magical', 'Nicoletta Ceccoli', 'PNG', 'surreal', 'whimsical', 'white background', 'Witch']"
71,https://promptlibrary.org/wp-content/uploads/2023/06/Handmade-Dragon-Warrior-Armor-midjourney-prompt.jpg,Handmade Dragon Warrior Armor,"Dragon Warrior, Armor, Wings, Handsome, Full Body, Handmade, Modeling, Orange, 3D Rendered, OC Rendered, Flame Stoned Background, High Definition, High Quality --q 2 --v 5","['3d rendered', 'armor', 'Full body', 'handmade', 'handsome', 'high definition', 'high quality', 'modeling', 'OC rendered', 'orange', 'wings']"
72,https://promptlibrary.org/wp-content/uploads/2023/06/Zhuang-Woman-by-River-Singing-midjourney-prompt.jpg,Zhuang Woman by River Singing,"Guilin landscape background, a woman dressed in Zhuang clothes and pants, standing by the river singing, surrounded by two birds, hand - painted, Chinese illustration, --s 750 --v 5","['art', 'background', 'birds', 'culture', 'hand-painted', 'nature', 'pants', 'river', 'scenery', 'singing', 'traditional', 'woman']"
73,https://promptlibrary.org/wp-content/uploads/2023/06/Beer-Grinning-Warmcore-Man-midjourney-prompt.jpg,Beer-Grinning Warmcore Man,"a man holding a beer in his hands and smiles at the camera, in the style of mood lighting, clear edge definition, made of all of the above, warmcore, algeapunk, kombuchapunk, english major --ar 1:1","['algeapunk', 'beer', 'camera', 'casual', 'Happy', 'Kombuchapunk', 'leisure', 'man', 'Mood Lighting', 'Relaxed', 'smiling', 'socializing', 'warmcore']"
74,https://promptlibrary.org/wp-content/uploads/2023/06/Hyperreal-Floral-Sun-Circle-midjourney-prompt.jpg,Hyperreal Floral Sun Circle,"a painting of flowers in a circle with the sun falling, in the style of illusory hyperrealism, orange and aquamarine, grid, colorful moebius, crystalcore, highly detailed foliage, sculptural alchemy --q 2","['aquamarine', 'circle', 'colorful moebius', 'Crystalcore', 'Fine Art', 'flowers', 'grid', 'Highly Detailed Foliage', 'illusory hyperrealism', 'orange', 'painting', 'sun']"
75,https://promptlibrary.org/wp-content/uploads/2023/06/Cute-Dog-and-Golden-Coins-midjourney-prompt.jpg,Cute Dog and Golden Coins,Real cute dog staring at gold coins and coins with paw symbol falling from the sky. Warm weather in the background. --s 750,"['adorable', 'animal', 'fortune', 'gold coins', 'luck', 'money', 'nature', 'outdoors', 'pets', 'sunny', 'wealth']"
76,https://promptlibrary.org/wp-content/uploads/2023/06/Devotee-in-Cathedral-Light-midjourney-prompt.jpg,Devotee in Cathedral Light,Portrait of ancient devote woman praying alone on her knees. Interior cathedral. Volumetric light. Dramatic light. --ar 16:9 --q 2 --s 750,"['ancient', 'cathedral', 'dramatic light', 'faith', 'interior', 'knees', 'portrait', 'praying', 'religious', 'solitude', 'spirituality', 'volumetric Light', 'woman', 'worship']"
77,https://promptlibrary.org/wp-content/uploads/2023/06/French-Woman-Ultrarealistic-Photography-midjourney-prompt.jpg,French Woman Ultrarealistic Photography,"a natural elegant 47 - year - old woman of French ethnicity, shoulder - length chestnut hair, captivating hazel eyes, 5’6” tall, her measurements are 36B - 28 - 38, ultrarealistic, cinematic, professional photography, magazine --ar 1:2","['beauty', 'chestnut hair', 'cinematic', 'elegant', 'fashion', 'hazel eyes', 'magazine', 'natural', 'professional photography', 'ultrarealistic', 'woman']"
78,https://promptlibrary.org/wp-content/uploads/2023/06/Watercolor-Mermaid-on-White-midjourney-prompt.jpg,Watercolor Mermaid on White,"an image of a watercolor mermaid with a long tail, in the style of uhd image, comic art, sketchfab, elaborate costumes, antique subjects, oshare kei, wetcore, isolated on flat white background --s 250","['antique subjects', 'art', 'comic art', 'elaborate costumes', 'fantasy', 'flat white background', 'isolated', 'long tail', 'mermaid', 'mythical creatures', 'Oshare Kei', 'Sketchfab', 'UHD image', 'watercolor', 'wetcore']"
79,https://promptlibrary.org/wp-content/uploads/2023/06/Green-Beauty-Expo-Modern-Minimalism-midjourney-prompt.jpg,Green Beauty Expo Modern Minimalism,China International Beauty Expo，Natural and plant - based products Neutral color palette with pops of green Modern and minimalist design Focal point display Interactive elements Strategic lighting Natural materials，Ultra wide angle lens --ar 16:9,"['beauty products', 'cosmetics', 'green accents', 'makeup', 'minimalist', 'modern design', 'natural materials', 'natural products', 'neutral color palette', 'Plant-Based', 'skincare', 'Trade Show']"
80,https://promptlibrary.org/wp-content/uploads/2023/06/Beach-Plastic-A-Portrait-midjourney-prompt.jpg,Beach Plastic A Portrait,"plastic trash on the beach. detailing, bold colors, strong contrasts, Natural Lighting portrait, portrait photography, High contrast, Balanced lighting, 8K, Beautiful Lighting, Ultra - Wide Angle, F/ 22, Super - Resolution, Composition Centered Composition, f/ 2. 8, Super - Resolution, The photograph is captured using a Sony A7R Mark IVA paired with a Sony FE 50 mm F1. 4 GM Lens. --ar 71:40 --s 750 --q 2 --v 5.1","['8K', 'balanced lighting', 'beach', 'Beautiful Lighting', 'bold colors', 'centered composition', 'detailing', 'F/ 22', 'High Contrast', 'portrait photography', 'strong contrasts', 'Super - Resolution', 'Ultra - Wide Angle']"
81,https://promptlibrary.org/wp-content/uploads/2023/06/Salvaged-Solar-Punk-Forge-midjourney-prompt.jpg,Salvaged Solar Punk Forge,an illustration of a single storey solar punk blacksmith forge building that is made up of salvaged pieces of metal and wood in a studio ghibli style --stylize 800,"['building', 'eco-friendly', 'illustration', 'metal', 'Studio Ghibli', 'wood']"
82,https://promptlibrary.org/wp-content/uploads/2023/06/Spray-Clean-Icon-Design-midjourney-prompt.jpg,Spray Clean Icon Design,"[Cleaning Spray] on white background, 2d lineal vector icon by flaticon and dribbble, behance hd, made in figma, adobe xd, sketch. ux, ui, ux/ ui. crisp and pixel - perfect design, minimalism, flat colored outline icon style, simplistic design,  ::1 color ::-0.5 --no color --v 5.1 --style raw --s 1000 --upbeta --q 2 --q 2 ","['2D Lineal Vector Icon', 'Adobe XD', 'Behance HD', 'Crisp Design', 'Dribbble', 'Figma', 'flat colored outline icon style', 'Flaticon', 'minimalism', 'Pixel-Perfect Design', 'Simplistic Design', 'sketch', 'UI', 'UX', 'white background']"
83,https://promptlibrary.org/wp-content/uploads/2023/06/US-Sky-Statue-Fireworks-midjourney-prompt.jpg,US Sky Statue Fireworks,"The Statue of Liberty of the United States, a large blue purple sky, fireworks, rockets, reflected light, blue purple sky fireworks, the Flag of the United States, cartoon illustrations, Disney style illustrations, game illustrations, game advertising maps, --ar 9:16  --s 250","['American icon', 'beautiful', 'calming', 'celebration', 'Colorful', 'dazzling', 'event', 'exploration', 'explosive', 'Fourth of July', 'freedom', 'futuristic', 'history', 'holiday', 'landmark', 'landscape', 'launch', 'liberty', 'monument', 'NASA', 'nature', ""New Year's Eve"", 'New York City', 'patriotic', 'peaceful', 'propulsion', 'rocketry', 'scenery', 'science', 'serene', 'space', 'spectacle', 'Technology', 'tourism', 'Vibrant']"
84,https://promptlibrary.org/wp-content/uploads/2023/06/Wall-Lamp-Styles-midjourney-prompt.jpg,Wall Lamp Styles,"1️⃣ a wall lamp with white and brass accents, in the style of white background, light brown, realistic portrayal of light and shadow, high contrast lighting, wood, daniel garber, light use of color 2️⃣ the white light has a gold finish and white shade, in the style of light brown, conceptual simplicity, realistic, detailed rendering, rusticcore, bold color contrast, wood, rim light 3️⃣ a gold wall lamp with a white light shade, in the style of craftcore, white and brown, white background, realistic usage of light and color, wood, high contrast lighting 4️⃣ a light fixture with a white glass and a brass wall art, in the style of realistic, detailed rendering, bold outlines, flat colors, light white and light brown, wood, topcor 58mm f/ 1. 4, white background, havencore --s 750","['bold outlines', 'craftcore', 'Daniel Garber', 'detailed rendering', 'flat colors', 'havencore', 'high contrast lighting', 'light brown', 'light white', 'realistic', 'realistic portrayal', 'realistic usage of light and color', 'rim light', 'rusticcore', 'white background', 'wood']"
85,https://promptlibrary.org/wp-content/uploads/2023/06/Futuristic-Kimono-Raincoat-midjourney-prompt.jpg,Futuristic Kimono Raincoat,"futuristic and simple kimono style rain coat designed by a Japanese conceptual designer for women, minimal style, japanese yakuza inspired imprints with koi fishes and cherry blossoms, elegant shape, photo shooting in a futuristic minimal spaceship, female model, white background, inspired from tron legacy, studio photography, studio lighting, Very sharp, ultra realistic, cinematic lighting, depth field, hyper - detailed, Unreal Engine, Cinematic, color grading, Editorial Photography, Photography, Photoshoot, Shot on 50 mm lens, Depth of Field, --q 2 --ar 16:9","['50mm lens', 'cherry blossoms', 'cinematic lighting', 'color grading', 'depth field', 'depth of field', 'editorial photography', 'elegant shape', 'female model', 'futuristic', 'hyper-detailed', 'Japanese', 'kimono style', 'koi fishes', 'minimal style', 'photoshoot', 'rain coat', 'sharp', 'simple', 'spaceship', 'studio lighting', 'studio photography', 'ultra realistic', 'Unreal Engine', 'white background', 'women']"
86,https://promptlibrary.org/wp-content/uploads/2023/06/Curly-haired-African-Gym-Woman-midjourney-prompt.jpg,Curly-haired African Gym Woman,"african woman, really short curly hair, tattoos, in gym, working with the bar, natural light, --c 50","['African woman', 'black beauty', 'body positivity', 'Exercise', 'Fitness', 'Gym', 'healthy lifestyle', 'motivation', 'natural light', 'self-care', 'short curly hair', 'Strength Training', 'tattoos', 'Wellness']"
87,https://promptlibrary.org/wp-content/uploads/2023/06/Epic-Tank-Battle-Cinematic-Art-midjourney-prompt.jpg,Epic Tank Battle Cinematic Art,"A cinematic depiction of an epic clash in an open field, showcasing the battle between two opposing factions of soldiers and tanks. The soldiers are engaged in close - quarters combat, utilizing a variety of weapons and tactics. The tanks are strategically positioned, unleashing devastating firepower. The environment is a rugged and rugged terrain, with rocky outcrops and natural obstacles adding to the challenges of the battle. The atmosphere is charged with adrenaline and determination, reflecting the bravery and resilience of the soldiers. The style is artwork, combining painting and digital techniques to create a dynamic and visually striking composition. Strong contrasts and vibrant colors enhance the dramatic effect of the scene. --ar 16:9 --v 5","['adrenaline', 'artwork', 'cinematic', 'clash', 'epic', 'open field', 'rugged terrain', 'soldiers', 'Tactics', 'tanks', 'weapons']"
88,https://promptlibrary.org/wp-content/uploads/2023/06/Rainy-Fashion-Shoot-with-Supermodels-midjourney-prompt.jpg,Rainy Fashion Shoot with Supermodels,"Full body, editorial fashion shoot by Stven Klein, 2 asian supermodel, super long black hair flying in the air, standing in rain. Looking them like a professional models, They are wearing saint laurent long jacket, leather black and red. Their face in model - noun mood, standing together. Dynamic angle. This photo shoot by Canon 6D. Editorial Fashion shoot lighting, contrast, color balance, shutter speed 1/ 250, Hasselblad X1D MQ 600mm f/ 4, 1. 4x teleconverter, 1/ 800s, ISO 500, ultra - detailed, low contrast, cold atmosphere -  - v 5. 1 --ar 3:4","['black and red', 'Canon 6D', 'cold atmosphere', 'color balance', 'contrast', 'dynamic angle', 'editorial fashion', 'Full body', 'Hasselblad X1D', 'leather', 'lighting', 'Long black hair', 'long jacket', 'low contrast', 'rain', 'Shutter speed', 'Steven Klein', 'ultra-detailed']"
89,https://promptlibrary.org/wp-content/uploads/2023/06/Blue-AI-Illustration-in-8K-midjourney-prompt.jpg,Blue AI Illustration in 8K,"Display illustration of artificial intelligence, blue tone, 8k, --ar 16:7 --q 2 --c 90 --s 750 --v 5.1","['8K', 'AI', 'artificial intelligence', 'blue tone', 'computer science', 'digital art', 'display', 'futuristic', 'high resolution', 'illustration', 'innovation', 'machine learning', 'modern', 'robotics', 'Technology']"
90,https://promptlibrary.org/wp-content/uploads/2023/06/Wonderlands-Messy-3D-Adventure-midjourney-prompt.jpg,Wonderlands Messy 3D Adventure,"alice in the wonderland hare, wings, horns, 3D, cartoon, messy, well dressed, semi realistic, ar 2: 1 --v 5","['3D', 'adventure', 'Alice in Wonderland', 'animation', 'AR', 'Cartoon', ""children's book"", 'classic literature', 'fantasy', 'hare', 'horns', 'messy', 'semi-realistic', 'well dressed', 'wings']"
91,https://promptlibrary.org/wp-content/uploads/2023/06/Forest-Architecture-Utopia-midjourney-prompt.jpg,Forest Architecture Utopia,"interior forest Teat structure, photorealistic rendering, alien architecture, technological landscape, surrealism, architectural utopia, clay render, 32k uhd --q 2 --s 750","['32k uhd', '3D modeling', 'alien architecture', 'clay render', 'design', 'environment', 'futuristic', 'nature', 'photorealistic rendering', 'surrealism', 'visualization']"
92,https://promptlibrary.org/wp-content/uploads/2023/06/8K-Fearless-Beauty-midjourney-prompt.jpg,8K Fearless Beauty,"a beautiful young woman facing her fears, hyper detailed, photorealistic, 8k --ar 9:16  --uplight --s 750 --q 2","['8K', 'anxiety', 'beautiful', 'contemporary art', 'digital art', 'Fine Art', 'high resolution', 'hyper-detailed', 'mental health', 'photorealistic', 'portrait', 'realism', 'young woman']"
93,https://promptlibrary.org/wp-content/uploads/2023/06/Ballroom-Solo-in-Vintage-Attire-midjourney-prompt.jpg,Ballroom Solo in Vintage Attire,Wearing 1890's ball suit. Dancing alone. ,"['ball gown', 'choreography', 'contemporary dance', 'costume design', 'dance performance', 'fashion history', 'Formal Attire', 'period costume', 'retro style', 'self-expression', 'Victorian Era']"
94,https://promptlibrary.org/wp-content/uploads/2023/06/Russian-Viking-Sprite-Sheet-Designs-midjourney-prompt.jpg,Russian Viking Sprite Sheet Designs,Russian vikings sprite sheet flat designs ,"['2D', 'animation', 'battle', 'character design', 'game assets', 'graphic design', 'historical', 'illustration', 'medieval', 'Russian', 'Sprite Sheet', 'vector', 'Vikings', 'warrior']"
95,https://promptlibrary.org/wp-content/uploads/2023/06/Yu-Gi-Oh-3D-Vector-Art-midjourney-prompt.jpg,Yu-Gi-Oh 3D Vector Art,"Immerse yourself in the world of Yu - Gi - Oh with this stunning 3D realistic vector image. Against a clean white background, the artwork captures the essence of the beloved anime series with vibrant colors and bold black outlines. From the iconic characters to the intricate card designs, every detail is meticulously rendered to bring the world of dueling to life. The 3D effect adds depth and realism, making the image truly captivating. Whether you're a duelist yourself or a fan of the series, this design is perfect for creating eye - catching print designs or t - shirt graphics. Let the spirit of the Duel Monsters guide you on your own dueling journey with this incredible artwork. ","['3D', 'anime', 'artwork', 'bold black outlines', 'captivating', 'Duel Monsters', 'iconic characters', 'realism', 't-shirt graphics', 'vector image', 'vibrant colors']"
96,https://promptlibrary.org/wp-content/uploads/2023/06/Star-Fruit-Game-Design-midjourney-prompt.jpg,Star Fruit Game Design,"game design sheet, three blue and yellow star shaped fruits, in the style of 2d game art, in the style of ori and the will of the wisps, in the style of dynamic action sequences, white background, forest concept, graceful balance, marine biology - inspired, skillful lighting, graceful movements, opacity and translucency --iw 2  --s 750","['2D game art', 'dynamic action sequences', 'graceful balance', 'Graceful Movements', 'marine biology', 'opacity', 'skillful lighting', 'translucency', 'white background']"
97,https://promptlibrary.org/wp-content/uploads/2023/06/German-Shepherd-Puppy-Coloring-Page-midjourney-prompt.jpg,German Shepherd Puppy Coloring Page,"adult coloring page of a cartoon of a german shepherd puppy, playing, crisp lines, no shading, no grayscale --ar 2:3 --v 5.1","['adult coloring page', 'animal', 'Cartoon', 'crisp lines', 'cute', 'digital', 'dog', 'Fun', 'no grayscale', 'no shading', 'pet', 'playing', 'printable', 'relaxing']"
98,https://promptlibrary.org/wp-content/uploads/2023/06/Futuristic-Logo-for-3D-Artist-midjourney-prompt.jpg,Futuristic Logo for 3D Artist,"logo design, Combining simplicity with a visually captivating and futuristic approach, I will design a logo for 3D artist ""Kay"" that incorporates sci - fi colors, a strong three - dimensional effect, and a sleek typography, evoking a sense of innovation and artistic creativity. ","['branding', 'digital art', 'futuristic', 'graphic design', 'innovation', 'logo design', 'simplicity', 'three-dimensional effect', 'visual appeal', 'visual identity']"
99,https://promptlibrary.org/wp-content/uploads/2023/06/Dreamy-Magenta-Foyer-Wonderland-midjourney-prompt.jpg,Dreamy Magenta Foyer Wonderland,"inside the club to a grand foyer that feels like stepping into a dream. The walls are a deep magenta, transitioning into purple as they reach the high, domed ceiling. The floor is a glossy orange, reflecting the soft yellow lights that hang from the ceiling. The camera used should be a high - resolution 16k camera with a wide - angle lens to capture the full breadth of the scene. The lighting should be soft and warm, casting a warm, inviting glow throughout the space. The colors should be deep and saturated, with a focus on magenta, purple, orange, and yellow. The composition should be a wide shot, capturing the full interior of the foyer and the surrounding environment. --ar 16:9 --v 5.1 --style raw --q 2 --s 750","['16k camera', 'club', 'Deep Colors', 'dream', 'high ceiling', 'Inviting', 'magenta', 'purple', 'saturated colors', 'soft lights', 'warm lighting', 'wide shot', 'wide-angle lens']"
